authorID,rank,name,PaperCount,CitationCount,PaperCount_field,authorRank,CitationCount_field,hIndex_field,FellowType
2026169623,15241,Penny Rheingans,83,2288,46,166,1486,20,
2154354769,15936,Christian Hansen,121,678,24,648,263,7,
160230044,15367,StÃ©phane Conversy,84,1500,20,987,202,5,
1770354363,15497,Christophe Hurter,147,1379,59,102,1026,17,
2043886014,16889,Maxime Cordeil,36,358,21,859,237,8,
2063125263,16418,Andrew Vande Moere,74,421,59,105,1054,16,
1276266537,15743,GÃ¶ran Falkman,104,1049,20,995,181,8,
1969143862,16536,æ˜­ä¸€éƒŽ é£¯å°¾,93,0,21,882,0,0,
2128028739,16783,David Rogers,44,276,26,548,114,6,
2133015419,16305,æ•å½¦ æ± ç”°,113,12,25,581,0,0,
2215764594,15654,Harald Kleine,112,867,33,340,273,10,
2061270251,14630,WÅ‚odzisÅ‚aw Duch,251,3462,24,634,222,9,
2114909248,15273,Haiying Wang,200,1616,20,970,226,8,
2156193085,15785,Shiaofen Fang,96,1005,37,253,201,7,
1995119908,16599,Lucian Voinea,39,508,27,525,428,12,
2139883648,14905,Vineet R. Kamat,198,2605,59,108,1305,23,
1972210605,15778,Gitta Domik,89,493,28,485,175,8,
2013701728,16458,Wolfgang Kienreich,46,460,23,734,336,9,
2136969582,15664,Vijay Natarajan,94,1374,28,475,387,9,
2190549940,15424,Venkatram Vishwanath,120,1321,30,416,458,11,
164342485,15307,Robert Haimes,90,1573,25,618,324,11,
2099306614,14247,Michele Lanza,238,7200,84,48,2888,30,
2514981286,15273,Diane T. Rover,135,1042,21,843,332,7,
2130365379,15098,Seok Hee Hong,198,1851,44,179,567,12,
2020956399,14010,Hideo Saito,542,3228,30,401,77,5,
2620953350,16192,ZdenÄ›k TrÃ¡vnÃ­Äek,64,726,25,577,354,12,
1229337910,16597,Simone Kriglstein,63,275,39,227,239,8,
2029452627,14899,Torsten Kuhlen,294,2062,91,35,809,15,
2113308670,13980,Fernanda B. ViÃ©gas,79,9670,35,291,3849,23,
2117564997,15414,Stefan Bruckner,120,1918,55,121,940,16,
2122506644,14244,Martin Schulz,324,5562,26,546,258,9,
2139539936,13664,Martin Wattenberg,106,12387,37,254,4075,26,
2169456843,14910,Stefanie Rinderle Ma,238,2956,26,545,147,5,
2346034927,16122,Vedran Sabol,78,575,24,664,283,10,
987576913,16394,Christoph Heinzl,55,460,23,744,298,9,
2220391272,17404,Masahiko Itoh,26,142,23,699,131,8,
2141164367,13187,Simon K. Warfield,512,20106,20,921,358,8,
1982371727,15946,Norma Alias,146,216,23,741,27,3,
2304039527,15711,Kenji Ono,186,201,38,243,45,4,
2026695290,16701,Yuriko Takeshima,51,222,23,740,28,3,
2102216805,13076,Qi Tian,869,20337,90,38,2163,27,
692150028,13920,Reinhard Klette,570,6047,25,591,139,7,
2149432401,15154,Azam Khan,106,2406,23,716,517,13,
298381783,15248,Dorit Merhof,242,1475,30,423,451,9,
1857976452,15262,Lorenz Hurni,179,1370,30,403,290,8,
2129174359,14081,Kensaku Mori,487,4171,25,580,133,5,
1968586732,14760,Andreas Kolb,170,2995,23,736,116,7,
2104003072,15670,Petr KubÃ­Äek,171,318,35,293,140,6,
2116643162,16906,Ignacio DÃ­az,43,202,21,869,125,6,
1510273344,14631,Marek R. Ogiela,363,2901,27,523,123,7,
2157803585,13563,Robert D. Howe,308,10121,21,820,491,9,
2232251205,14469,Toshio Kobayashi,352,2985,46,168,454,11,
2401580807,16803,Helena Haapio,48,254,21,853,123,7,
2118199879,14838,Dianne Cook,145,2955,30,412,850,16,
2894295354,15546,Jinah Park,126,781,28,490,104,6,
43152936,14997,Houari Sahraoui,190,2955,21,840,307,8,
198127655,16691,Arnaud Sallaberry,54,315,22,769,110,6,
2023608286,15329,Remco Chang,119,2102,60,100,1189,21,
2054348169,16372,Caroline Ziemkiewicz,31,829,22,755,552,12,
2157271971,16158,Wenwen Dou,62,817,24,643,396,9,
349917418,16763,Ilir Jusufi,39,480,21,837,434,7,
2131773813,14578,Deborah Silver,135,4016,62,91,2360,18,
2151283093,15074,Julie A. Dickerson,124,3264,20,936,423,8,
2346468378,14227,Daniel Razansky,413,7552,22,761,745,10,
2578243393,14844,Hiroshi Yamaguchi,262,2195,20,947,42,4,
77808685,13018,Vasilis Ntziachristos,758,28215,21,832,757,10,
2123005041,14121,Bruce H. Thomas,266,4393,49,150,684,16,
2132883843,17405,æ´‹å­ æ¦ŠåŽŸ,39,0,20,928,1,1,
2152164863,16711,æ­£æ¨¹ é è—¤,78,0,24,646,1,1,
2076196699,14962,Monika Sester,193,2205,20,959,209,9,
2676222217,15878,Anastasia Bezerianos,74,1129,40,220,735,15,
292912710,15687,Klaus Schoeffmann,123,1035,24,661,328,9,
2238436238,15294,Atsushi Okajima,184,696,23,704,136,7,
1984815221,15408,Ivan Viola,141,1839,75,59,715,15,
2070539660,14724,John Hosking,235,2943,33,334,382,10,
2166984636,14331,Robert Biddle,271,4769,33,333,252,10,
2311088539,14067,John Grundy,481,5920,48,152,398,10,
2131329962,12631,Russell H. Taylor,739,24788,32,357,573,13,
2038232653,14112,Alexander Toet,237,5341,21,858,786,10,
38652433,14987,Lena Maier Hein,184,2448,20,913,201,7,
2042248411,13555,Alexander Smits,548,10693,36,275,1018,19,
2088994775,16585,Lucas Mello Schnorr,60,225,21,864,91,6,
2810149034,16248,Yu Zhou,84,546,26,575,786,14,
332226850,15259,Sara Irina Fabrikant,129,2328,23,746,1126,14,
2164671343,14005,Meichun Hsu,155,6316,21,826,477,9,
2608205691,14456,Anjaneyulu Krothapalli,159,3290,20,944,848,13,
689294964,13010,Umeshwar Dayal,351,15127,61,97,1033,19,1
2106788355,14182,Amitabh Varshney,124,4933,27,497,384,10,
1275326801,16545,Romain Vuillemot,49,706,28,482,628,8,
2085234058,16033,Wesley Willett,59,990,21,863,120,6,
2135628551,16589,Charles Perin,60,351,40,221,306,9,
89785269,15159,Pierre Dragicevic,94,2696,33,341,1102,17,
2129964813,15423,Steffen Lohmann,134,1351,29,442,450,10,
2344226991,12855,Paul Suetens,575,20906,28,465,386,7,
123715996,16170,Niko Myller,39,741,21,879,499,10,
2107779997,16848,Kyoko Hasegawa,59,81,28,491,62,3,
2138352179,13666,Haibin Ling,303,11347,23,720,1301,13,
2170659199,14846,Andreas NÃ¼rnberger,260,2674,20,951,687,9,
2009660514,15709,Aidan Slingsby,93,1050,31,381,736,11,
2017983725,14867,Christopher D. Hundhausen,103,2659,25,612,1345,13,
2110385964,14234,Jens KrÃ¼ger,204,5594,37,252,581,11,
2135052836,12533,Hans Peter Seidel,1187,31610,58,109,1874,23,
2221571744,15716,Saturnino Luz,132,927,29,448,137,7,
1971342715,16094,Jean Yves Blaise,112,137,23,737,45,4,
2147574392,14661,Andreas Butz,227,2913,29,439,346,10,
726544989,16188,Iwona Dudek,103,121,22,753,45,4,
1286943279,16027,Michelle A. Borkin,46,1405,22,779,515,7,
2064750564,14689,Stephan Diehl,163,3721,49,146,901,15,
2102290556,13297,Hanspeter Pfister,413,15937,85,43,3241,29,1
2162039953,16096,Fabian Beck,61,1126,44,181,678,15,
1226911827,13967,Ulrik Brandes,234,9433,27,527,553,11,
1938765101,16029,Miguel Chover,108,496,21,885,120,6,
1993486354,12882,Loet Leydesdorff,955,29826,43,186,1387,14,
1995003537,14229,Steven G. Parker,128,4515,37,261,833,13,
2068916923,15381,Gilles Venturini,126,1383,21,876,51,4,
1998938290,11923,Michael Stonebraker,431,27762,22,781,512,13,
1719961615,16317,Olga Kurasova,84,407,29,431,252,10,
208143273,14741,Ismet Gursul,198,3637,25,605,656,14,
2140354321,13090,Chih Ming Ho,459,17883,20,920,1375,15,
99198979,15856,Gintautas Dzemyda,126,643,37,255,312,11,
2157821257,15538,Kia Ng,137,674,24,644,89,5,
2558039918,16158,Andy Marsh,75,302,20,945,113,5,
1239001225,15435,Gregory Leptoukh,122,1408,23,727,662,7,
2078060999,15647,Michael Sedlmair,81,1586,45,175,1149,17,
2104476252,15359,Christopher Pettit,191,1417,30,405,323,11,
1241559162,15996,Youzou Miyadera,132,102,20,994,11,2,
717146719,14135,Gary S. Settles,196,5354,26,535,665,12,
2037139690,15916,Berk Geveci,52,1307,37,250,1118,12,
2065369832,16363,Chad A. Steed,63,453,20,957,200,8,
2160408552,14934,Dean N. Williams,124,2059,22,795,363,7,
2233525272,15989,David Pugmire,68,991,28,460,225,7,
2146770782,15684,Satoshi Someya,151,494,25,583,28,3,
2163751157,14852,Koji Okamoto,293,1527,56,118,292,6,
2116548023,14885,Kang Zhang,300,1811,78,52,403,10,
2311128905,14300,William E. Higgins,227,4496,29,427,253,9,
2570261396,14691,Chris Shaw,151,2184,40,216,456,12,
1185234378,14214,Julita Vassileva,299,5365,20,993,224,8,
110159255,16273,Tatiana von Landesberger,71,665,25,614,402,8,
259421104,14814,Norbert Podhorszki,153,2777,21,842,833,9,
2140022242,14283,Bongshin Lee,239,5986,84,46,2197,24,
2107357764,12813,William M. Wells,314,17143,21,867,2379,12,
2134708163,14325,Andrew J. Hanson,117,4870,32,362,648,14,
2135188225,14993,Chi Wing Fu,181,2637,33,331,395,12,
2230366395,13801,Kazuyoshi Takayama,633,5476,66,81,580,14,
1975963237,14619,Renato Pajarola,161,3782,34,317,958,12,
2111718706,15504,Liqiu Meng,167,1033,21,856,116,6,
2046653803,13381,Benjamin B. Bederson,179,11216,20,972,923,10,
2074933828,16051,Ronald Metoyer,63,850,23,691,177,5,
2420604264,14068,Xiangyu Wang,436,5989,28,466,552,14,
2079969273,14182,Allen D. Malony,293,4626,35,292,610,14,
2049716498,15358,Adam Perer,62,2334,24,642,1010,13,
2465810700,15045,Rae A. Earnshaw,152,1641,23,686,358,9,
73181535,15565,Tino Weinkauf,105,1717,30,421,957,16,
2225733586,12433,Pat Hanrahan,253,28070,26,562,1492,16,
341124269,15765,Cristian A. Linte,143,442,26,534,132,7,
147437819,16032,Pascal Fallavollita,92,696,26,569,226,9,
2145075537,14360,Cecilia Aragon,200,4572,21,812,163,8,
2052614558,15483,Brian S. Thurow,143,1255,39,231,537,11,
2242823020,16238,Kai Xu,79,497,28,462,198,8,
2305423983,15666,B. L. William Wong,150,702,27,519,183,8,
2004445387,15202,Tom Peterka,131,1747,48,156,770,15,
2169083300,16029,Stefan Seipel,107,388,29,437,169,7,
2043574948,15009,Raghu Machiraju,180,2525,37,251,487,12,
2104469161,16195,Guoning Chen,63,876,31,375,404,10,
2134310558,15348,Eugene Zhang,90,2223,34,308,786,11,
2011313876,14601,Marian Bubak,340,2305,20,998,143,8,
122205434,14197,Shusaku Tsumoto,521,3459,23,725,121,4,
1227402686,15212,Marco Callieri,107,1993,23,726,531,12,
2160375722,16468,Brent L. Hadley,59,394,23,713,119,6,
1775123508,15468,Dewey Odhner,90,1415,26,570,496,11,
2000727045,14211,Supun Samarasekera,102,4960,22,782,926,13,
2087933756,15432,J. Edward Swan,97,1529,25,606,406,11,
718039462,13530,Maneesh Agrawala,224,12011,36,269,3118,24,
17801002,15293,Thomas L. Naps,62,1613,21,877,928,12,
2296913293,15869,Susumu Date,120,469,23,697,81,5,
2003201492,16317,Christian Rohrdantz,58,647,21,889,284,9,
2095457205,15780,ZdenÄ›k StachoÅˆ,168,324,34,304,70,5,
1459769962,15298,Guido RÃ¶ÃŸling,119,1273,22,789,782,11,
2057140656,15011,William Puech,256,1647,37,248,136,5,
133076123,14838,Stefan Gumhold,95,2682,23,728,306,9,
1711454955,14139,Fotis Sotiropoulos,415,7713,20,988,406,11,
2039389676,15115,Melanie Tory,103,2636,35,294,341,12,
2133649610,13237,Guang Zhong Yang,930,16747,43,193,720,17,
213850259,14938,Holger Theisel,194,3033,69,73,1594,25,
2250259089,15836,Amir H. Behzadan,84,1164,22,765,555,14,
415517593,14133,Abbas Rajabifard,430,4156,21,838,192,7,
2168469989,15069,Walter Didimo,207,1922,22,800,169,7,
2173309013,14647,Thomas Villmann,299,3818,21,897,366,10,
2081123835,15520,Ming C. Hao,129,1349,67,80,723,13,
1970846384,16341,Bernd Hentschel,77,379,36,268,252,9,
2112675705,16314,Hiromichi Obara,101,221,20,969,9,2,
1973676801,16449,David L. Kao,37,464,31,382,442,8,
2509178785,15927,Takayuki Yamagata,134,369,24,680,68,4,
2142816363,13260,Morteza Gharib,610,17089,31,391,1407,16,
2223092805,13868,Mohamed Gad el Hak,257,8166,23,700,831,13,
1890083705,13658,Ulrich Neumann,250,8465,25,619,640,10,
1919056314,15640,Joseph A. Insley,61,670,30,404,342,9,
2116391462,15234,Nobuyuki Takenaka,217,867,43,189,131,7,
2168906395,15724,Eliot Winer,140,935,32,354,251,6,
347101016,14472,Michael E. Papka,198,2693,74,62,1311,19,
2489418703,15841,Ying Zhu,73,940,31,377,176,6,
2609326453,14290,Uwe Hampel,389,3357,29,456,341,11,
2124166521,15395,Soonhung Han,204,702,21,818,156,4,
2776117567,16817,Nadia Boukhelifa,34,414,20,905,305,8,
1995659342,13747,Donald Rockwell,302,7688,50,140,856,16,
2422154356,11599,James G. Fujimoto,1299,79249,26,537,1390,6,
2124146674,16331,Souichi Saeki,108,81,41,207,7,2,
2112235554,16327,Sergio R. Martig,100,85,21,857,31,3,
2303276836,15881,Silvia Mabel Castro,158,141,27,511,42,3,
1135155970,14148,Abdulmotaleb El Saddik,481,5807,22,776,118,6,
1992321294,14732,Andrei Zinovyev,192,3717,28,476,551,12,
337970077,13465,Emmanuel Barillot,271,11042,21,836,590,10,
2131873231,13060,Mohan M. Trivedi,572,18844,32,358,510,14,
2308356356,14720,Holger Babinsky,262,2814,24,662,460,9,
2044106535,14916,Yuichi Murai,286,1549,44,178,192,8,
2115800547,15257,Yuji Tasaka,266,691,29,454,85,4,
2121143492,16536,Kristin Potter,32,793,21,873,593,11,
2125847861,16248,Paul Rosen,74,539,25,579,314,8,
2305970137,15183,Michelle X. Zhou,138,2221,20,910,718,12,
2075561300,13182,Stephen M. Pizer,352,10988,20,958,699,11,
2196043388,12773,Henry Fuchs,326,13265,40,219,2405,22,1
2024915540,14553,Michael Milford,268,4413,25,613,1426,11,
2096321700,13871,Hanqing Lu,496,8912,24,630,293,9,
2337008386,14749,Jung Ryul Lee,261,2202,29,428,117,5,
1259231858,14804,Farrukh S. Alvi,202,2937,25,615,923,13,
74604451,14233,Oliver Deussen,256,5817,52,129,991,16,
2215636363,14150,Yen Wei Chen,637,2760,26,560,79,5,
2138528515,13988,Anders Persson,421,8258,24,655,331,8,
2259790737,14979,Bei Wang,263,2165,28,463,270,7,
2109836193,15993,Angus G. Forbes,123,491,36,270,212,8,
2234200734,14989,Tee Tai Lim,112,2571,29,445,1336,13,
2143490654,16219,Yun Jang,60,749,21,811,442,12,
2149341496,12395,Shih Fu Chang,647,34348,23,715,1290,13,
2109384075,16118,Katsumi Aoki,108,166,27,496,17,3,
2163779019,14905,Shinji Shimojo,295,990,22,798,35,4,
1983665251,16898,Mel Krokos,48,185,33,323,146,8,
2091577687,16025,Denis Kalkofen,58,1042,23,693,551,13,
2106192055,13651,Cynthia A. Toth,517,11858,20,978,279,9,
2289765131,12697,Joseph A. Izatt,663,28812,37,263,549,12,
2309436987,14428,Robert M. Kirby,274,4746,36,267,781,16,
2160663097,13310,Tat Seng Chua,585,19398,22,796,1205,14,
2147527991,14747,Kemper Lewis,276,3064,22,809,304,11,
2601187691,15466,Christina Bloebaum,94,1360,27,516,356,9,
263819940,12220,Bernd Girod,630,26619,23,706,818,10,
2124403868,15140,Mamoru Ozawa,259,511,26,547,84,6,
2502237383,16823,Li Chen,45,205,27,517,186,7,
326437611,14613,Anastasios Doulamis,325,3156,21,834,199,8,
428385884,14450,Paul A. Fishwick,222,3575,31,384,179,8,
2344498194,16941,Jorji Nonaka,48,101,25,595,48,3,
2121561944,13503,Timothy W. Simpson,434,15173,27,499,578,10,
1988296216,16341,Ryu ichiro Ohyama,89,167,22,770,33,3,
2294614697,14845,Masahiro Takei,392,1005,42,202,291,3,
2062765584,15069,Nashwan Dawood,222,1604,41,203,374,10,
2122885999,15181,Takashi Yamane,327,1283,69,149,715,13,
2142144847,16162,Takahiro Kiwata,131,5,20,922,68,4,
78288405,15420,Florian Mansmann,66,2287,28,488,1153,15,
2055603077,14099,Christian Bischof,298,4358,20,976,186,7,
390930505,13805,Masaru Kitsuregawa,548,5767,23,748,138,8,
2073389685,15194,Atilla Peter Kiraly,155,1803,31,370,304,11,
2461098572,15817,Georges Pierre Bonneau,88,1006,21,850,557,9,
674908680,16658,Kuno Kurzhals,41,568,25,590,494,12,
2106645339,15485,Inkyu Moon,129,1430,25,603,433,8,
29013732,15640,Gordon Clapworthy,138,820,31,376,131,6,
2105740368,15122,Mario Costa Sousa,168,2166,36,272,222,8,
2165213394,17158,Jun Tao,35,196,25,586,155,8,
1999569177,14370,Kevin Cleary,242,4889,21,888,800,9,
2046227366,14428,Toru Masuzawa,397,1888,21,860,320,10,
2166064690,15269,Shuichiro Hirai,246,856,22,799,51,3,
2155423936,12978,Enrico Bertini,852,27227,39,223,1029,16,
2096377446,13670,Kiyoharu Aizawa,681,5129,25,607,202,6,
2118406245,15765,Jing Yang,62,1360,31,371,700,15,
2174886271,15905,Ye Zhao,81,1034,24,625,173,7,
2087690876,16369,Michael Krone,66,663,45,176,515,12,
2111947941,15206,Martin Falk,217,1717,20,967,227,9,
2135764799,14090,Kozo Fujii,488,3965,22,791,86,3,
2158492378,15851,Paulo Dias,122,538,23,712,54,4,
2142771721,16495,Jonathan Woodring,44,652,20,923,317,11,
1954225133,15460,Masaaki Kawahashi,173,806,42,200,505,6,
2007409689,15517,Hiroyuki Hirahara,202,374,37,259,133,5,
1970486785,14970,Nobuyuki Fujisawa,289,1136,71,66,463,11,
2305873642,16254,Sabrina Bresciani,89,474,30,425,230,7,
2117127927,12642,Brad A. Myers,457,20126,24,638,1077,11,1
1879266857,15444,Nathalie Henry Riche,95,2042,41,210,1255,18,
1588343227,14687,Harald Reiterer,341,2486,32,352,399,10,
2157642519,14862,Kiyoshi Kiyokawa,231,1667,22,794,222,7,
1809143268,12310,Elliot K. Fishman,1478,41599,20,990,288,9,
2185953963,16282,Hans JÃ¶rg Schulz,47,851,31,369,733,15,
2063339990,15824,Tomasz Bednarz,125,500,37,249,157,6,
2145662480,16188,Chang Lin,72,597,24,657,208,8,
2198039525,12861,Marc Pollefeys,557,21527,32,364,1031,15,
2129012084,12058,Joseph Katz,1550,41239,20,926,596,13,
2099729717,15106,Shuichi Torii,316,635,32,345,31,3,
2166087681,14641,Yukio Ohsawa,320,2359,31,389,255,7,
274210153,16053,Theodor Wyeld,121,242,21,903,54,4,
165365151,15707,Christopher J. Fluke,110,1564,24,675,127,6,
2116214042,15924,Feng Dong,105,796,22,757,52,4,
655325276,13765,Peter M. A. Sloot,619,7171,24,666,235,8,
2196251779,15395,Christian Sandor,136,1295,27,512,462,12,
2116811638,14867,Shuqiang Jiang,237,2627,30,411,430,10,
2613073306,14742,Marcus Magnor,268,2753,29,457,469,12,
2071984077,13369,Mary Czerwinski,314,14231,38,247,1843,19,1
2924299326,15475,Masahiro Nishida,136,641,40,217,383,12,
2039801083,13804,Tao Mei,437,11993,36,274,1364,18,
2102763880,13386,Mamoru Ishii,388,12853,30,409,519,12,
2136378688,14616,Ali Borji,165,6613,20,919,2397,12,
2790038702,15974,Hantao Liu,82,896,21,845,354,7,
2138221895,15927,Marc Streit,72,1133,44,180,849,16,
387219559,16554,G. Elisabeta Marai,63,414,24,665,181,7,
249374320,15277,Mark Hereld,116,1397,23,681,441,10,
2618893480,13032,Rick Stevens,190,20974,21,830,652,12,
2131585752,14823,Kuanquan Wang,298,2370,20,927,66,5,
2133456102,13822,Peter V. Coveney,523,10788,20,929,202,8,
2152403400,16224,Matthias Trapp,84,456,35,285,290,9,
258783921,13814,Holly Rushmeier,208,6112,20,949,337,7,
302613003,15309,Sudhir P. Mudur,148,1016,21,833,120,5,
691928724,14103,Alberto Del Bimbo,430,6008,20,916,246,9,
92116197,16416,Gilles GesquiÃ¨re,79,261,26,536,123,6,
2161150395,14598,Guangtao Zhai,302,4296,41,209,1143,14,
2114998919,16827,Steffen Frey,50,216,24,632,115,6,
2116268014,13681,Weisi Lin,513,12266,73,65,2843,27,
2000216820,15245,Ã‡agatay Demiralp,52,2201,23,731,565,10,
2000392840,14753,Katrien Verbert,155,3179,25,609,501,8,
2131084071,14523,David Dagan Feng,304,3568,21,825,171,5,
2160608855,15629,John Moore,89,819,20,934,180,9,
2164698388,16411,Nao Ninomiya,64,741,25,585,723,3,
2003962563,15338,Tomohide Niimi,225,605,26,568,54,4,
2107070739,13100,Xuelong Li,893,29319,34,301,1211,17,1
301623536,15680,Oliver Kreylos,103,1141,27,533,459,13,
2102875885,12664,Ronald K. Hanson,1102,26834,34,300,762,15,
2140237979,14826,James H. Cross,92,2692,27,503,171,7,
2264186551,17126,Aritra Dasgupta,27,353,21,901,293,9,
2162262327,14206,Russell M. Taylor,147,5379,24,659,650,10,
2289414603,13694,Elke A. Rundensteiner,537,8782,43,192,1047,15,
2139022045,14267,Kim Marriott,254,5075,22,793,421,12,
2296023041,13805,Akira Hirose,722,6412,21,900,503,7,
1991196893,14841,Narayanan Komerath,273,1478,22,771,195,7,
2154306252,16761,Jian Zhao,27,582,21,824,323,9,
2111177146,14756,Shixia Liu,162,4354,63,89,2341,25,
2553677427,15073,Zhenzhong Chen,188,2351,23,682,329,7,
2307725321,14831,Karrie Karahalios,145,3188,38,244,904,15,
2580360802,16173,Margit Pohl,92,475,29,430,163,8,
2142848257,14043,Hausi A. MÃ¼ller,223,6359,29,438,1569,20,
2012548583,12772,Ioannis Pitas,792,19201,20,999,207,7,
117170032,12811,George Em Karniadakis,788,29881,20,992,617,11,
2497316212,16589,Jean Baptiste Lamy,53,328,20,946,73,6,
482874246,14586,Wolfgang Stuerzlinger,227,3527,22,751,258,6,
204511207,14661,Ugo Becciani,165,4158,29,453,129,6,
2107642149,15892,Andrew Fish,108,724,23,696,100,6,
2441381462,13831,Sanghoon Lee,621,5495,28,467,326,9,
1969057230,14740,Stefania Serafin,346,2102,22,774,147,6,
1982327768,14209,Petia Radeva,414,5263,27,524,439,12,
1986472849,15440,Luis Gustavo Nonato,145,1583,41,212,615,14,
1985594367,15420,Kenneth Moreland,89,1505,46,165,817,12,
2122099291,14772,John E. Stone,72,4621,30,396,799,14,
80170140,15231,Kazuo Misue,108,1342,35,286,266,6,
2065625292,15246,Ke Gu,143,2763,36,278,1319,18,
2101712336,14528,Tiejun Huang,322,3564,30,408,450,14,
2110484598,14058,Doug A. Bowman,218,7676,49,144,1938,21,
2114960163,14463,Yoshifuru Saito,354,860,61,98,25,3,
2121069363,12773,Wen Gao,1262,23751,46,169,983,18,
2134010418,14851,Shiqi Wang,238,2981,32,361,730,13,
2160793492,14635,Ling Yu Duan,238,3570,20,935,196,6,
2473379516,15690,Seiji Hayano,128,216,31,383,13,2,
2011713265,13089,Touradj Ebrahimi,596,15935,41,211,1659,13,
287281087,15460,Olga Sourina,126,1779,20,943,406,9,
2425077748,13486,Richard J Goldstein,238,8114,25,594,1178,14,
1992123826,15811,Sean Ahern,32,1091,23,742,278,7,
2103046064,16304,Alessandro Costa,84,428,22,754,122,6,
2149697424,16389,Guido Reina,68,518,34,306,327,10,
2171021922,15246,Yuming Fang,143,2645,30,415,804,14,
16573596,14844,Hiroshige Kikura,332,1201,28,477,25,3,
1973679749,14249,Ioannis Kompatsiaris,462,4623,34,316,340,10,
2002442776,14597,Masanori Aritomi,330,1757,23,732,11,2,
2147723296,15319,Xiaoru Yuan,140,2119,64,85,679,14,
2646037229,16827,Jie Liang,46,422,23,705,165,7,
2124136419,14398,David L. Wilson,343,3517,34,310,329,10,
2057080714,15747,Mircea Lungu,104,1185,24,633,536,12,
1246156588,16008,Masahiro Takatsuka,72,669,22,778,368,6,
2147008306,14115,Chong Wah Ngo,262,7298,21,815,414,10,
2134211256,15104,Feng Shao,202,1574,20,931,219,11,
2162420529,14514,Gangyi Jiang,361,2313,20,918,205,10,
2296898667,15552,Rosane Minghim,108,1824,53,127,715,12,
2462382856,15506,Oliver Rubel,49,949,20,912,229,7,
2165386180,13728,Xiaokang Yang,462,10365,27,506,1327,14,
2037293894,14882,Hongen Liao,240,2065,25,601,201,8,
2106994032,16158,Anna Puig,90,448,20,979,127,6,
2308954626,16715,Danilo Medeiros Eler,62,214,25,596,121,6,
2112690490,13703,Jeffrey Heer,164,11790,69,74,8491,38,
2164878939,14452,Baoquan Chen,215,5063,23,710,241,9,
2209975384,15053,Chris Weaver,89,2957,27,515,706,12,
427440905,14309,Stephen G. Kobourov,343,4450,37,257,835,16,
2161355875,16733,Alark Joshi,48,362,25,589,169,7,
2152709933,15560,Voicu Popescu,117,1088,29,441,119,7,
2309726537,14129,Ioannis G. Tollis,168,5032,30,426,1858,9,
2136032002,13880,Gabor Fichtinger,468,7673,40,222,915,15,
2129930771,14509,Richang Hong,227,7412,28,473,1093,15,
2300598665,14029,Meng Wang,389,12096,37,264,1905,20,
2124784654,13651,Ross T. Whitaker,274,9392,33,328,956,15,
416106927,13938,Max MÃ¼hlhÃ¤user,711,4389,21,839,105,7,
1988215978,12518,Roland Siegwart,1092,30088,29,436,780,15,
2230662789,14013,Stephen G. Eick,113,5244,28,459,1122,16,
2021940073,14381,Anatole LÃ©cuyer,243,5859,37,260,1277,16,
2148380128,15536,Jaegul Choo,116,1863,21,822,273,9,
2114517036,14740,Mateu Sbert,269,3000,28,495,163,9,
2164010038,15946,Carlos D. Correa,59,1325,28,472,887,17,
2146842387,14133,Shinichi Satoh,384,4571,34,307,215,8,
2250181789,16067,Benjamin Weyers,119,377,22,764,125,7,
1221219011,13682,Samuel Kaski,497,9659,33,326,1088,17,
2169748419,14525,Tien Tsin Wong,215,4367,21,895,166,8,
2055039322,15147,Huy T. Vo,69,2256,20,975,1609,12,
2145897939,15661,Suresh K. Lodha,51,1378,21,813,986,11,
725429779,13497,FranÃ§ois Chaumette,273,12034,21,831,352,9,
2270918514,15876,Eckart Lange,76,1214,29,449,726,13,
192274276,13314,JÃ¼rgen Bajorath,784,19149,23,738,177,7,
2168527748,13790,Huchuan Lu,293,13721,30,399,2432,20,
2137291500,14214,Rongrong Ji,377,7573,27,502,1008,12,
2115422217,16723,Martin Graham,36,440,26,550,398,10,
2147236103,15278,Gun A. Lee,135,1596,31,394,277,8,
2461031361,15486,Sebastian Vogt,98,1575,21,849,516,13,
2537308940,15717,Jian Huang,79,1172,47,161,439,14,
2312044665,16000,John R. Goodall,55,879,21,848,325,11,
178069865,14194,Oliver Kohlbacher,312,10192,21,878,984,12,
350199980,15293,Marc Baaden,138,3240,23,747,490,10,
170072994,15513,JoÃ£o L. D. Comba,109,1277,28,478,266,10,
2065765218,14001,Mary Hegarty,192,11869,24,635,1674,15,
286406747,13453,Marcel Worring,327,12432,30,420,536,12,
2109400951,16603,Yaoping Hu,58,376,20,964,69,5,
2033870557,16439,Cagatay Turkay,63,561,21,894,273,8,
2619264498,15932,Andreas Schreiber,79,603,20,937,79,6,
2144833106,12477,Shuicheng Yan,765,40541,33,329,1678,19,1
2310357739,15518,Kiyoshi Horii,196,187,51,137,11,2,
2140258171,16601,Johanna Beyer,35,638,23,722,529,12,
2006506007,14439,Kerry Hourigan,357,4559,20,997,410,12,
2133588961,16734,Makoto Oki,53,161,20,930,52,3,
2142182795,15984,Karsten Klein,80,1023,30,395,334,8,
2303263319,16377,Theresa Marie Rhyne,56,413,46,167,291,9,
1998185443,15729,Juan Antonio Juanes MÃ©ndez,167,437,21,887,55,4,
2184531552,15874,Mike Bailey,95,586,24,626,227,7,
2017391874,15553,Michael J. McGuffin,56,1741,22,784,1038,11,
