Topic,Count,Name,x,y,h,s,v,label
63,1354,reinforcement_rl_policy_reward_learn_agent_exploration_task,-4.4559517,10.283866,113.4,0.4449632494704369,1,1
64,1332,risk_diabetes_pregnancy_95_woman_cardiovascular_patient_ci_cohort_drug,10.716746,15.26499,54.9,0.7404806953333842,1,5
65,1318,uav_drone_aerial_unmanned_uavs_vehicle_flight_autonomous,-7.2091126,7.623872,133.4,0.4165713628401166,1,1
66,1295,schedule_job_task_scheduler_time_deadline,-0.5391395,0.08714395,170.8,0.0216824141866862,1,4
67,1295,proteomics_peptide_protein_mass_spectrometry_proteome_spectrum,3.5452406,14.782235,76.5,0.6035181521963405,1,8
68,1246,context_pervasive_ubiquitous_aware_compute_mobile_awareness_environment_contextual_application,-8.175683,14.046635,120.2,0.6452548060992933,1,7
69,1245,protein_binding_domain_structure_conserve_terminal_crystal_residue_ubiquitin,12.481754,10.05459,38.9,0.6363248312355716,1,5
70,1199,emotion_affective_emotional_recognition_facial_arousal_mood_valence,5.9072003,-4.035947,325.7,0.2840355929773732,1,2
71,1198,display_light_semiconductor_oled_emit_electrode_device_substrate_layer_film,12.209344,-2.7147858,347.5,0.4965665648589794,1,6
72,1182,game_player_wager_bonus_device_award_display,11.625128,-2.6212666,347.3,0.4731215241067383,1,6
73,1172,crowdsourcing_worker_task_crowdsensing_crowdsourced_sense_incentive,-7.492826,7.8347216,133.7,0.4303995809895211,1,1
74,1170,code_decode_list_decoder_reed_error_polar_correct_solomon,-5.6861863,-0.060774777,180.6,0.2257626205621259,1,4
75,1090,fingerprint_biometric_palmprint_minutia_biometrics_authentication_match_recognition_verification,-2.302014,10.116518,102.8,0.4119072708567331,1,1
76,1060,image_retrieval_annotation_content_relevance_visual_cbir_search_query,-4.286498,10.298009,112.6,0.4428499271122309,1,1
77,1033,segmentation_mri_brain_liver_ct_image_atlas_tumor_tissue,9.184679,10.377593,48.5,0.5501947348554298,1,5
78,1032,light_shadow_illumination_reflectance_render_radiance_scatter_brdf,1.2421894,-1.432053,310.9,0.0752633808001221,1,2
79,1025,mutation_mitochondrial_mtdna_syndrome_disease_deficiency_variant_muscle_gene,10.273942,15.07463,55.7,0.724263723286081,1,5
80,1024,breeding_chickpea_genome_rice_drought_marker_pigeonpea_wheat_crop_barley,12.541788,9.996418,38.6,0.636740660230997,1,5
81,1001,saliency_salient_detection_object_visual_rgb_attention_sod_map_image,8.46573,10.187624,50.3,0.5258847669495911,1,5
82,996,oct_retinal_coherence_macular_tomography_retinopathy_diabetic_optical_fundus_glaucoma,8.931933,10.09235,48.5,0.5350641631191717,1,5
83,992,rough_set_granular_decision_approximation_attribute_granule_reduct_reducts,7.9674964,5.682994,35.5,0.3885417702385105,1,0
84,992,gan_adversarial_generative_gans_image_discriminator_generator_training_translation,-3.7847214,9.568729,111.6,0.4085288528008605,1,1
85,976,causal_causality_inference_causation_variable_pearl_observational_granger_counterfactual_effect,-8.193447,14.766651,119.0,0.6704566027115662,1,7
86,972,cell_cancer_tumor_breast_expression_resistance_inhibition_egfr,20.320667,7.3508425,19.9,0.8579224471549712,1,9
87,969,holographic_hologram_integral_image_phase_holography_3d_dimensional_fringe,-6.3399825,3.4865477,151.2,0.2872567675582871,1,4
88,966,graph_gnns_embed_network_node_gcn_neural,-4.2029686,10.167539,112.5,0.4367947529892944,1,1
89,948,auction_revenue_price_bidder_pricing_mechanism_combinatorial_truthful_valuation,-4.9109087,-6.2347436,231.8,0.3150929486384907,1,3
90,935,sentiment_opinion_aspect_polarity_word_lexicon_analysis_classification_review,-4.226159,10.172081,112.6,0.437313821049985,1,1
91,933,heat_boil_tube_transfer_flow_fin_flux_chf_cool,16.651203,1.6731876,5.7,0.6644056741029012,1,9
92,918,blur_denoising_image_deblurring_noise_deconvolution_blind_restoration,-5.9530606,3.7959495,147.5,0.2803049246358883,1,4
93,918,deformity_spinal_cervical_lumbar_patient_surgery_asd_adult_spine_sagittal,10.242315,15.386188,56.3,0.7338214060198165,1,5
94,899,mac_channel_wireless_802_mimo_throughput_protocol_interference_ieee_access,2.4077039,-5.5272346,293.5,0.2393550455692382,1,2
95,897,complexity_np_polynomial_kolmogorov_bound_boolean_low_proof_complete_reduction,-5.6594663,-0.09355161,180.9,0.2247195997219424,1,4
96,884,watermarking_watermarked_digital_embed_image_hiding_authentication_attack,2.5125248,3.335274,53.0,0.1657829864433683,1,0
97,873,vehicular_vehicle_vanets_hoc_ad_dissemination_network_privacy,-6.9662814,7.3528666,133.5,0.4021300657856022,1,1
98,864,dimensionality_reduction_manifold_sparse_subspace_embed_dictionary_learn_representation,-8.441217,-5.588881,213.5,0.4019262155606482,1,3
99,862,power_thermal_energy_voltage_temperature_consumption_dvfs_dvs_scale_chip,1.9062121,-8.295296,282.9,0.3379185990142756,1,2
100,838,game_equilibrium_player_nash_payoff_strategy_pure,-4.947856,-6.270902,231.7,0.3171284284275926,1,3
101,833,blockchain_bitcoin_contract_blockchains_smart_ethereum_iot_decentralize_transaction,2.6796632,14.6422825,79.6,0.5909741957034298,1,8
102,808,domain_adaptation_target_unsupervised_source_uda_adversarial_generalization_label,-3.813106,9.623839,111.6,0.4109779847568001,1,1
103,792,localization_indoor_position_sensor_location_wireless_radio_gps_rssi,-2.9192102,10.199566,106.0,0.4211963121433867,1,1
104,791,sequence_read_genome_alignment_assembly_dna,-5.366411,-0.38131315,184.1,0.2135913560293804,1,4
105,782,texture_segmentation_image_region_classification_invariant_rotation,-6.1785636,3.584837,149.9,0.2835963603949238,1,4
106,782,policy_access_rbac_control_authorization_role_security_abac_delegation,-8.027404,13.917488,120.0,0.6378670566612886,1,7
107,781,shape_descriptor_match_3d_correspondence_symmetry_similarity_invariant,-6.457098,3.3543804,152.5,0.2888834445831843,1,4
108,778,student_tutor_moocs_analytics_learn_course_educational,5.7113876,-3.869208,325.9,0.2738843901646288,1,2
109,755,tcp_congestion_control_traffic_bandwidth_packet_atm_fairness_flow_throughput,-4.6842875,-1.0590396,192.7,0.1906665632974316,1,4
110,752,adversarial_attack_example_perturbation_defense_robustness_box_backdoor_deep,-4.251493,10.111513,112.8,0.4354830419935679,1,1
111,751,genome_strain_sequence_draft_genus_complete_isolated_bacterium_sp_gene,12.463594,10.073886,38.9,0.6362448072754275,1,5
112,747,saccade_visual_eye_perception_stimulus_saccadic_imagery_motion_head,-8.231425,13.490592,121.4,0.627423829969442,1,7
113,736,ray_render_volume_trace_cast_interactive_traversal_hardware_volumetric_visualization,1.2909727,-1.4805917,311.1,0.0779884270788637,1,2
114,726,band_xcexbd_line_intensity_vibrational_spectrum_cm_xe2x88x921_rotational,14.761333,3.0681622,11.7,0.5985714036551691,1,9
115,725,tev_atlas_mml_collision_boson_detector_proton_pp_higgs_quark,6.124639,-7.262734,310.1,0.3771813611230036,1,2
116,725,galaxy_redshift_quasar_sky_survey_sd_sloan,14.761992,3.0526779,11.7,0.5984722248890396,1,9
117,723,stereo_depth_disparity_match_estimation_dense_map_monocular_image_pixel,-6.1591563,3.608166,149.6,0.2833972164581367,1,4
118,718,outsource_cloud_encrypt_encryption_keyword_secure_privacy_searchable_storage,-7.7542415,7.668942,135.3,0.4329839698571723,1,1
119,717,genomic_genetic_privacy_genomics_research_consent_ethical_health_medicine_biobanks,9.916959,14.609364,55.8,0.7010193254453297,1,5
120,705,peer_p2p_dht_share_gnutella_file_overlay_system_distribute,-5.0119443,-0.7313384,188.3,0.2010885907845925,1,4
121,683,epidemic_influenza_spread_outbreak_disease_surveillance_infectious,2.2543907,14.453931,81.1,0.5807796759959488,1,8
122,680,fpga_fpgas_programmable_gate_reconfigurable_hardware_architecture_digit_logic_array,11.852691,-6.214569,332.3,0.5313278886998838,1,6
123,679,haptic_tactile_haptics_feedback_virtual_force_render_vibrotactile_touch_contact,2.0612705,11.198533,79.6,0.4520665986266451,1,8
124,652,disaster_city_smart_urban_emergency_crisis_medium_social,2.3814423,14.533881,80.7,0.5847105018443532,1,8
125,648,gpu_gpus_cuda_graphic_cpu_gpgpu_parallel_memory_processing_nvidia,11.775251,-6.1368723,332.5,0.5271742036742951,1,6
126,647,spectrum_radio_cognitive_sus_sense_secondary_pu_cr_primary_channel,2.4074228,-5.527598,293.5,0.239363816231788,1,2
127,645,seismic_earthquake_stress_basin_reservoir_seismicity_attribute_shale_fault,-2.5825746,9.699752,104.9,0.3985099727947517,1,1
128,645,laser_quantum_dot_photonic_gaas_optical_fiber,12.214317,-2.696389,347.6,0.4966013379429488,1,6
129,643,label_learn_supervise_unlabeled_noisy_classification_semi,-4.0205617,10.7493105,110.5,0.4556378536833889,1,1
130,642,service_web_composition_soa_orient_business_architecture,-8.160427,13.890055,120.4,0.6395827608562032,1,7
